Date,ACME,ADAX,ALTU,APAC,ARNE,BEAV,BESS,BIXB,BLAC,BOIS,BOWL,BREC,BRIS,BUFF,BURB,BURN,BUTL,BYAR,CAMA,CENT,CHAN,CHER,CHEY,CHIC,CLAY,CLOU,COOK,COPA,DURA,ELRE,ERIC,EUFA,FAIR,FORA,FREE,FTCB,GOOD,GUTH,HASK,HINT,HOBA,HOLL,HOOK,HUGO,IDAB,JAYX,KENT,KETC,LAHO,LANE,MADI,MANG,MARE,MAYR,MCAL,MEDF,MEDI,MIAM,MINC,MTHE,NEWK,NINN,NOWA,OILT,OKEM,OKMU,PAUL,PAWN,PERK,PRYO,PUTN,REDR,RETR,RING,SALL,SEIL,SHAW,SKIA,SLAP,SPEN,STIG,STIL,STUA,SULP,TAHL,TALI,TIPT,TISH,VINI,WASH,WATO,WAUR,WEAT,WEST,WILB,WIST,WOOD,WYNO
20080815,33279217.728094075,33277561.898610853,33273780.818843137,33282593.873264257,33316357.530975107,33335574.63939272,33297317.05563989,33309541.64541336,33331471.402689036,33334230.76236771,33288414.697267108,33323260.47493887,33305154.85264502,33335573.87837628,33328015.660862364,33250341.35896339,33302801.848508798,33279428.387009483,33314746.400439274,33271533.217862662,33302147.132836647,33332393.153185856,33301924.386654686,33285692.966178738,33271804.209601346,33258477.062120575,33300636.379491605,33333818.72066308,33250202.639149535,33300495.226856027,33292347.322587255,33291087.277030032,33320182.97045107,33332726.79081781,33332532.22007849,33289582.157832205,33331348.352542505,33308193.87975286,33303462.117256433,33299121.3007424,33285489.50071942,33277148.10704377,33337393.017899387,33252797.576418784,33245618.298323493,33321805.857289802,33337871.83377613,33270592.44224748,33322953.985400066,33262000.619896606,33254509.29304747,33281285.925412998,33313701.827388998,33338847.54045847,33279050.481646325,33332904.29807205,33277372.118216462,33332041.333204176,33292639.50026558,33260660.492390107,33334656.940634646,33283844.054710925,33329400.38544266,33312065.632243566,33295404.462328978,33299213.215923466,33275675.39758905,33321008.549734563,33311785.349037144,33319512.016548377,33310935.687022444,33321273.992353316,33289615.47716618,33260116.197743468,33293853.573445518,33318753.10343587,33294263.38785507,33321597.163095754,33330244.100476082,33299633.819821425,33289436.188334096,33315080.140783846,33279207.613464408,33270896.846673448,33308736.365646634,33273042.362979516,33269132.002716355,33263486.096232507,33329722.888693426,33283848.427115217,33309003.718291495,33259691.0949974,33300052.116475306,33309342.518919937,33279089.024183225,33280714.747471362,33325123.617200233,33324562.708153896
20080816,33229928.327264674,33228249.92647685,33225378.981455635,33232912.949325357,33262300.07767114,33278681.180726763,33245812.69312283,33255729.732980978,33274635.13195034,33277831.56012628,33237684.45643075,33267786.762305904,33252076.4003505,33278535.311918385,33271630.730784744,33204448.563678477,33250574.92013906,33229935.7193833,33260834.57113208,33222920.920662954,33249578.70184761,33275631.770567797,33249889.667666756,33235550.253224093,33222961.524494972,33211256.566211455,33247865.552023698,33276303.166792057,33204162.47787147,33248383.483998124,33241621.854222357,33239802.18937564,33265325.421202417,33275508.06631484,33275888.490000512,33239017.354736857,33275278.66107737,33254903.539979797,33250468.766310878,33247275.04911017,33235556.5001373,33228393.731215492,33280312.388609182,33206313.009413857,33199841.96283442,33265913.780579146,33280945.890540805,33222347.36498985,33267608.366874903,33214498.83849303,33208075.584619336,33231946.75439699,33259563.112170428,33281164.463007372,33229374.697513588,33275937.488222554,33228404.32182171,33274552.294768915,33241583.67826825,33213089.274799686,33277239.11258342,33233947.977459174,33272526.153945602,33258021.72669627,33243663.781085435,33246873.51917678,33226701.57462413,33265692.544772267,33257892.95896074,33264087.564825717,33257513.251949586,33265997.43024972,33239184.56852906,33213118.172520604,33242008.694502465,33264201.67718516,33242805.673804242,33266033.816269655,33274145.291489482,33247518.729176734,33238276.75017974,33260715.854536545,33229570.67354898,33222474.30653229,33254843.542623114,33223978.273102645,33221277.774731085,33215929.002949737,33272699.123769805,33233880.585039295,33255784.01250884,33212809.712296378,33248129.591085445,33255279.076882564,33229323.518592753,33230594.067556176,33269678.941915102,33268609.906924117
20080817,33180187.759289537,33178483.294520494,33176537.60208723,33182778.868088685,33207737.740405228,33221249.412991803,33193831.399324253,33201409.54719765,33217259.447960615,33220905.624334462,33186483.81062017,33211793.50536343,33198501.235126544,33220955.976464216,33214709.48689782,33158142.58413397,33197864.708710372,33179990.954314746,33206418.279358085,33173858.91438059,33196520.55299074,33218330.991934113,33197372.004246503,33184945.199498557,33173666.240990736,33163601.899648193,33194597.919877376,33218237.90616477,33157705.50680066,33195788.76883448,33190428.468587566,33188041.953134414,33209950.96723991,33217747.922191482,33218710.3646381,33187986.818099115,33218684.002098825,33201114.719207685,33196978.63904512,33194947.11416415,33185162.593427196,33179194.564177435,33222696.168514114,33159404.380908936,33153651.403337736,33209489.846219968,33223485.06234554,33173658.38514517,33211739.34940324,33166564.81579863,33161221.06565829,33182159.076234903,33204914.01882473,33222935.94993548,33179243.35057492,33218433.155810762,33178988.432214636,33216515.205945134,33190056.34314848,33165082.868013587,33219272.770120744,33183592.882365547,33215108.067616932,33203472.218214326,33191439.03029536,33194043.97239716,33177279.954105243,33209853.513603725,33203492.65846818,33208140.829069585,33203594.057364974,33210196.796601683,33188292.104113083,33165691.862081166,33189677.729407158,33209141.598964892,33190871.975586753,33209943.831798512,33217521.462865505,33194917.045218024,33186638.40777668,33205837.80909859,33179475.17869927,33173611.136649378,33200443.272888873,33174458.240942735,33172986.54644851,33167936.476088513,33215134.574939203,33183448.92526668,33202066.2302067,33165502.17061312,33195723.774321105,33200702.843278304,33179095.762404833,33180009.661702156,33213710.239436742,33212130.735486094
20080818,33129984.76385448,33128251.9185381,33127244.788906686,33132181.398978468,33152660.87977483,33163273.798717014,33141361.73323502,33146576.886548985,33159334.77396451,33163442.67473209,33134801.802011527,33155269.713727705,33144417.265654113,33162827.03317005,33157246.538020432,33111411.515087448,33144662.0461755,33129582.95425309,33151492.03734776,33124342.051311735,33142964.415743135,33160482.800439432,33144366.187956918,33133867.10813287,33123910.378140442,33115507.97493701,33140826.173618793,33159613.425385565,33110825.416602854,33142701.959654212,33138761.12140704,33135797.749733355,33154052.450573258,33159438.581409458,33160991.605013065,33136484.010315113,33161557.030595813,33146816.928372882,33142985.644679394,33142132.131769817,33134298.3884212,33129543.368265294,33164534.81161299,33112061.94040655,33107036.278272044,33152525.078061003,33165483.52198364,33124519.314379875,33155342.171716794,33118187.665712275,33113933.310198866,33131911.254072554,33149748.835790627,33164156.27719937,33128645.784477104,33160383.919670243,33129117.1395231,33157919.84159792,33138046.54305822,33116631.969629586,33160750.933554813,33132767.94978128,33157140.317442987,33148404.871268418,33138721.264618613,33140719.690065138,33127401.606653687,33153485.550873667,33148580.627709184,33151661.484803516,33149165.52423315,33153866.063061677,33136927.66494637,33117832.31156785,33136854.597750556,33153561.90661167,33138454.55321793,33153318.50436837,33160363.92553098,33141822.111510567,33134511.07463056,33150441.749608718,33128914.29078435,33124294.57248024,33145524.377988465,33124476.72145363,33124250.407799225,33119500.061502982,33157021.360686593,33132547.057971526,33147844.185072508,33117759.40475374,33142825.19153045,33145609.17803438,33128396.11463266,33128953.642215155,33157213.00400314,33155114.082798306
20080819,33079310.45685292,33077549.10456349,33077491.203720137,33081106.691601038,33097062.86078363,33104746.37503532,33088396.352844056,33091224.376064233,33100855.30768923,33105432.049895618,33082631.0289753,33098202.63668032,33089816.824530337,33104144.124923684,33099233.70875388,33064243.90991856,33090955.626852125,33078698.22537023,33096045.401579008,33074363.22119549,33088898.61897095,33102083.144944202,33090863.035256244,33082308.622647934,33073688.572883632,33066967.35502004,33086543.285462514,33100424.941838793,33063510.295354526,33089111.60949897,33086609.78848672,33083056.832592398,33097624.66640431,33100566.841362964,33102720.813791174,33084496.858983424,33103885.35075673,33092003.31464611,33088478.321149442,33088820.503916033,33082958.59917737,33079428.290376212,33105817.57135023,33064278.53227235,33059984.27344595,33095013.726844754,33106930.156729605,33074924.682443336,33098408.529019956,33069354.36842145,33066203.99461852,33081191.10421669,33094061.647302907,33104813.336723946,33077568.143130455,33101776.69909216,33078778.4501616,33098757.818793092,33085544.966278058,33067723.800352167,33101668.38293432,33081465.28598281,33098616.25388733,33092808.47913912,33085504.464536835,33086890.72340839,33077053.13304727,33096578.28917804,33093148.987858463,33094636.46079589,33094217.96694517,33097000.56058657,33085079.44801163,33069529.679138925,33083530.437913425,33097450.335426148,33085540.548710424,33096152.16586142,33102659.505589005,33088226.371462226,33081889.31656468,33094521.352314983,33077876.53420357,33074513.03247659,33090079.338259097,33074025.714275993,33075063.420998264,33070613.3100319,33098346.144244492,33081168.49408038,33093111.12947143,33069574.54293934,33089427.881162122,33089991.33611459,33077218.748840258,33077412.660059687,33100180.349079043,33097547.895049922
20080820,33028158.0569994,33026367.684048913,33027269.91272859,33029544.693781786,33040935.410261925,33045655.43860012,33034930.52985503,33035338.416598648,33041814.97120017,33046867.063409276,33029965.934173066,33040584.861295994,33034694.179001804,33044900.885582995,33040659.23412475,33016633.002522737,33036737.666945465,33027327.673899587,33040067.1961465,33023909.983290657,33034314.17702287,33043124.575693678,33036848.582358487,33030263.70886883,33022991.567558892,33017966.4490563,33031737.442333177,33040666.48556275,33015746.85086851,33035009.657897905,33033961.033885714,33029809.220630337,33040657.791596524,33041122.21551041,33043886.200412907,33032011.853632092,33045658.396533098,33036666.06961976,33033445.19610359,33034998.183459353,33031136.43167602,33028837.33709568,33046537.50435384,33016044.433163278,33012486.520118766,33036948.024549756,33047812.90568077,33024863.351872582,33040926.612622455,33020056.152100675,33018026.43900114,33029990.82822592,33037840.495058328,33044894.76467274,33026000.611409266,33042600.491423007,33027960.216738995,33039023.335863538,33032545.72660661,33018348.20631902,33042015.391723648,33029678.59426094,33039524.605949182,33036677.459950294,33031779.49360188,33032542.66195885,33026223.264341235,33039120.513568264,33037184.2451569,33037057.582527407,33038746.57203489,33039589.83526686,33032739.46346137,33020770.355858885,33029691.658479158,33040800.073059548,33032118.846943457,33038436.667808745,33044398.664987054,33034117.347108178,33028766.511712637,33038063.797615312,33026349.033824235,33024259.423151143,33034100.861043837,33023092.709769268,33025415.61600571,33021266.115243055,33039098.195823856,33029301.94478345,33037854.782703,33020937.594411813,33035523.505309112,33033836.109783687,33025556.5523379,33025373.98442339,33042600.529668033,33039424.981848758
20080821,32976516.872618936,32974694.750024844,32976570.50328423,32977489.79866592,32984265.836058516,32985992.502987254,32980954.52705417,32978906.61294387,32982201.413224,32987740.08111959,32976795.76251927,32982411.467870124,32979039.064280022,32985084.538623817,32981514.578703143,32968572.63596654,32982002.048184056,32975465.27062007,32983550.668928932,32972970.16048762,32979204.959172424,32983593.82269974,32982312.00344751,32977721.087120805,32971804.679264136,32968491.25261487,32976395.63151416,32980325.52712318,32967526.258745402,32980389.7962728,32980805.53981938,32976048.261973705,32983137.689819213,32981099.538053505,32984482.183645647,32979021.339848116,32986871.839706022,32980793.100978434,32977879.20939929,32980654.67613097,32978818.80794321,32977763.977601226,32986687.27382273,32967345.88257355,32964536.638636176,32978314.386340994,32988125.97970465,32974320.65089792,32982887.897141848,32970288.09220545,32969389.7970016,32978303.241069056,32981071.511634614,32984394.721657865,32973937.372200266,32982850.455433417,32976655.858462043,32978706.445063606,32979040.1469832,32968499.655805945,32981780.494451698,32977396.792774715,32979855.176691506,32980006.0501996,32977533.890547045,32977665.002060223,32974906.636109576,32981105.885632277,32980675.148575038,32978920.543420196,32982744.139728382,32981619.768819354,32979900.49962615,32971543.89164854,32975326.952752497,32983606.77825209,32978182.822840873,32980158.30091672,32985577.297488127,32979482.869873997,32975130.233227395,32981056.304646425,32974324.167464335,32973525.9110609,32977577.20570477,32971666.69573722,32975292.35704683,32971443.885753095,32979272.547535617,32976935.478469357,32982061.940707557,32971834.45844876,32981099.860147897,32977130.318575732,32973396.187425848,32972831.132406548,32984463.5386795,32980738.797899105
20080822,32924373.06693548,32922516.39611678,32925379.831569273,32924933.64538434,32927044.20178596,32925753.75470908,32926454.362772025,32921923.160091452,32922001.71930766,32928039.455541845,32923105.976669803,32923672.680791322,32922839.612319224,32924683.618979227,32921795.15376804,32920050.799883373,32926737.602181494,32923101.21319772,32926489.12106341,32921536.751575094,32923560.808838986,32923480.35899729,32927249.18922902,32924666.37091889,32920115.775542922,32918533.9573176,32920511.15379939,32919389.948743995,32918841.743081756,32925240.833250344,32927139.613676745,32921764.05876358,32925055.049444743,32920491.43486606,32924504.68033981,32925521.392938487,32927520.392824475,32924374.3981041,32921772.605645563,32925785.958888702,32925992.496362146,32926203.36030732,32926255.141163435,32918171.93505196,32916123.93999175,32919100.962671872,32927865.907636512,32923286.683086846,32924287.11121777,32920041.29116846,32920281.402012564,32926116.773575824,32923747.396791518,32923308.701226823,32921369.43596328,32922520.571722157,32924860.59918456,32917793.42425771,32925014.246809043,32918170.382563002,32920957.11723478,32924605.588771272,32919602.72043441,32922782.55140489,32922758.97449158,32922253.2726679,32923097.401689697,32922528.785028104,32923616.090508446,32920216.41575769,32926198.347348135,32923081.686218686,32926550.75033702,32921844.047838405,32920431.69376496,32925860.543998852,32923724.09428034,32921305.75841032,32926188.443656173,32924317.462069258,32920968.21023841,32923492.53685725,32921797.572065797,32922300.316446617,32920497.413568698,32919741.50239347,32924682.39138912,32921135.318554573,32918862.352487877,32924062.27666747,32925726.25836989,32922254.282747895,32926147.8113656,32919867.574555155,32920723.858534403,32919779.042511754,32925763.920316093,32921478.33766516
20080823,32871718.188587625,32869825.834486403,32873689.995464165,32871864.380299058,32869267.604694244,32864931.467450954,32871420.934436593,32864382.460959613,32861210.71574891,32867757.1711482,32868887.490937427,32864357.447665464,32866089.37810465,32863693.673458356,32861492.069550924,32871053.320958737,32870931.245994493,32870223.65237723,32868870.561554648,32869602.966391705,32867368.339366756,32862779.939570818,32871654.86644639,32871091.146822877,32867919.805350352,32868089.386044614,32864080.734520726,32857854.579942893,32869682.174888253,32869549.675772145,32872956.591212496,32866944.099356044,32866407.12294635,32859286.808809172,32863943.13023468,32871503.202652264,32867592.49881443,32867406.183948148,32865112.956389092,32870386.288102113,32872651.27005517,32874144.683859505,32865232.258448422,32868518.28333843,32867233.7889392,32859303.762733,32867023.022658117,32871756.961879216,32865114.60684656,32869301.78170227,32870693.75883137,32873420.58064647,32865864.945326548,32861626.708007585,32868284.713325612,32861599.706365593,32872563.704652544,32856276.46385894,32870457.0701086,32867346.6157157,32859539.89549323,32871296.46136233,32858760.028165553,32864995.609298825,32867450.503766928,32866300.78614485,32870783.535133567,32863377.441036932,32865999.94688021,32860932.739457406,32869099.591811642,32863971.93137157,32872678.672024816,32871661.858511593,32865000.705671795,32867549.06011692,32868730.568247575,32861875.490138263,32866220.52424603,32868617.35660864,32866274.187430087,32865367.216456737,32868759.63012872,32870572.32826082,32862856.98338763,32867309.527944036,32873581.674127717,32870336.31137674,32857856.196627047,32870676.694299083,32868844.806037683,32872193.19812413,32870663.292124726,32862043.085408065,32867532.90884951,32866206.903736066,32866493.710491404,32861634.074275736
20080824,32818550.330461536,32816620.495276634,32821498.965014633,32818274.50689037,32810931.715694264,32803513.17681296,32815851.03662692,32806274.099707175,32799825.814380433,32806891.980054293,32814137.54784212,32804460.7770561,32808783.954585224,32802109.935251646,32800592.549839024,32821572.47004561,32814577.28145169,32816826.36507209,32810684.6895225,32817156.9269774,32810620.455919918,32801486.41035999,32815517.970824987,32816993.119217336,32815211.678782117,32817147.71526837,32807095.11699892,32795714.573812243,32820035.263316978,32813310.548740022,32818244.03497839,32811581.79959627,32807188.135289952,32797479.0800326,32802786.237451065,32816954.646475647,32807078.540921543,32809883.153222766,32807890.840156637,32814444.222860944,32818791.29475026,32821574.903536335,32803617.27564646,32818379.985149283,32817856.501848176,32798919.096710965,32805586.328189973,32819724.14215481,32805358.252677474,32818059.335666656,32820623.08070007,32820210.81354799,32807415.96796907,32799339.507449687,32814675.88738322,32800079.690279983,32819752.070526164,32794154.129524313,32815365.698054966,32816016.401819993,32797517.898168027,32817467.344195165,32797314.607041545,32806640.45759034,32811600.146195546,32809796.196503498,32817953.306972835,32803640.065757725,32807815.874391735,32801062.505633548,32811444.081179738,32804282.963625267,32818280.315041214,32820984.818062734,32809022.244830452,32808666.333952487,32813194.494118053,32801863.54264839,32805666.160894126,32812372.204058997,32811042.415881824,32806670.32985998,32815196.855912678,32818338.152660836,32804651.455274895,32814357.806268033,32821985.651800796,32819042.301988665,32796246.3962379,32816767.412077658,32811408.87791823,32821646.67646249,32814639.06325936,32803646.916587718,32813819.79012112,32812102.81448012,32806641.165605854,32801202.805953465
20080825,32764864.087662872,32762892.52152731,32768800.697199922,32764161.62368317,32752025.268996008,32741492.53933274,32759738.227145877,32747590.214800097,32737838.50543864,32745439.335251406,32758850.108114216,32743978.863690514,32750913.064312916,32739923.151294567,32739090.659752455,32771605.57345322,32757675.126086388,32762906.831458196,32751929.893774904,32764188.38699752,32753316.575055026,32739590.1571302,32758829.798763998,32762366.226221923,32761980.94867443,32765698.207665306,32749541.983566638,32732960.399812542,32769895.764443453,32756522.80125757,32762993.058700923,32755676.02853748,32747387.62194613,32735065.889073193,32741030.42309854,32761869.332536317,32745976.164014257,32751793.331807014,32750104.884546462,32757951.10645098,32764403.57609475,32768488.064951755,32741406.736843508,32767745.221138068,32767989.767273765,32737936.922974836,32743552.27466783,32767177.3281839,32745013.51692068,32766310.621631764,32770060.45909253,32766484.77319156,32748390.240739785,32736444.35371969,32760540.319293033,32737958.021500807,32766419.557685286,32731420.349336974,32759736.86125171,32764175.774929985,32734881.558537517,32763112.60063134,32735258.598002955,32747712.303261817,32755195.12316698,32752732.02309174,32764602.18660338,32743313.55246254,32749057.80672306,32740602.58231404,32753225.43962144,32744005.099989735,32763354.146310672,32769805.529083606,32752485.68587517,32749209.418044783,32757114.599335536,32741259.654648837,32744523.017112024,32755570.366429728,32755261.983865667,32747393.96852458,32761101.726310242,32765593.31367273,32745869.358339727,32760876.23969589,32769883.87828402,32767242.39990189,32734030.26293444,32762322.89750606,32753407.518197652,32770603.462001577,32758062.73420425,32744670.136607327,32759575.690471847,32757461.5025551,32746200.558104675,32740179.60155714
20080826,32710647.868432697,32708631.140818633,32715582.976837244,32709518.719038796,32692539.565160733,32678870.067720618,32703072.676834445,32688329.276401054,32675240.55641655,32683388.069370646,32703014.84112656,32682901.711411003,32692466.17106066,32677128.270139903,32676986.801204417,32721145.490040466,32700218.25797819,32708456.458156563,32692604.9687597,32710695.499855753,32695451.250725556,32677087.26101096,32701588.24586209,32707199.930169154,32708219.125740264,32713736.838889383,32691416.04446244,32669586.2602424,32719262.857261647,32699179.777090017,32707201.861170147,32699220.07223597,32686999.95601012,32672039.21327388,32678673.36883485,32706245.028791558,32684281.3797884,32693127.59863639,32691752.18868225,32700904.778257515,32709479.247208185,32714882.850142848,32678589.871393513,32716602.569998562,32717629.096328452,32676349.003516447,32680918.902111046,32714110.725499697,32684081.01056494,32714050.33719889,32718992.971150957,32712232.291251656,32688783.9826939,32672936.75573762,32705870.271980792,32675228.36129477,32712564.588582437,32668064.568307415,32703560.748810247,32711821.576190952,32671630.360641602,32708221.35305579,32672592.347123615,32688200.956681885,32698228.835712004,32695106.209933568,32710726.63709356,32682396.901031267,32689725.201968085,32679544.60080257,32694433.093645252,32683135.01133465,32707891.20705253,32718123.50670664,32695387.977554772,32689169.893184066,32700485.666003477,32680055.903554752,32682784.17456373,32698207.876435164,32698924.363275986,32687536.946898665,32706472.527670648,32712326.171799384,32686500.340576734,32706863.34924689,32717267.47683273,32714926.73012768,32671200.417996842,32707340.170040116,32694836.555426214,32719052.977449134,32700927.142026357,32685110.511318427,32704790.764904752,32702279.523960996,32685172.867511697,32678552.91582902
20080827,32655893.973708577,32653831.765559852,32661837.861537565,32654333.56215386,32632473.720067155,32615641.085767407,32645850.51553383,32628486.074411288,32612030.408774056,32620731.960733157,32646626.491783075,32621221.14640583,32633441.655975733,32613725.532724123,32614275.473025147,32670181.528342698,32642196.288096547,32653462.94483997,32632700.50488169,32656676.945856273,32637013.433055565,32613977.776713964,32643788.368030913,32651488.72803397,32653924.41716901,32661261.63745613,32632715.799233045,32605592.220659684,32668129.048287965,32641270.72778116,32650865.792250793,32642201.579463113,32626023.85701936,32608388.511300143,32615706.618627585,32650073.766030297,32621985.150459897,32633885.40554446,32632821.717411015,32643299.922294218,32654016.53248254,32660752.252345562,32615159.604396094,32664948.53612531,32666763.55160458,32614153.698846634,32617678.083171185,32660523.565765962,32622554.24648211,32661267.777968425,32667414.13170559,32657442.09441931,32628594.751496326,32608806.596149664,32650653.285027895,32611880.479199346,32658179.934940755,32604082.307865836,32646829.329277374,32658944.172131598,32607763.36372158,32652787.21303266,32609312.383530095,32628099.845949274,32640701.723906923,32636911.902298804,32656316.81134624,32620881.809539467,32629811.63421271,32617879.490493417,32635062.57232673,32621670.986121416,32651880.255892653,32665934.242261257,32637725.383768354,32628539.719911102,32643295.468137536,32618250.790380053,32620440.193824757,32640282.801800914,32642029.204442777,32627094.971049678,32651302.82357976,32658526.17371307,32626542.96418265,32652317.084330656,32664134.26755756,32662092.442892443,32607746.390343223,32651819.05359194,32635693.828871097,32666992.12405833,32643232.882396895,32624963.830966946,32649461.96323756,32646546.990126196,32623553.17857579,32616315.286551703
20080828,32600600.99352742,32598492.34494535,32607564.365378223,32598600.135348883,32571824.037966724,32551796.461763646,32588071.57730774,32568048.483820766,32548203.78734908,32557471.690523207,32589683.965143457,32558937.87133921,32573839.447619606,32549708.37385826,32550946.836224247,32618708.876799315,32583605.175788805,32597921.548534326,32572207.651224576,32602122.495607752,32577997.489853542,32550253.669029307,32585419.274625387,32595231.289256044,32599092.252009664,32608262.544726055,32573433.14800304,32540972.12501873,32616481.461030997,32582791.268649843,32593974.59212408,32584614.300669115,32564451.481970932,32544111.996506196,32552124.246577244,32593345.185632158,32559083.71692687,32574064.01345785,32573304.560962174,32585125.592100997,32598012.991995584,32606086.370195936,32551116.14983195,32612780.442693934,32615384.81478924,32551345.66762367,32553823.997421645,32606408.739881374,32560422.753102772,32607956.276819408,32615323.94797692,32602111.326811995,32567812.503869854,32544049.363034606,32594883.64212671,32547911.653032154,32603255.668872938,32539471.984783515,32589541.082537066,32605534.76956933,32543270.707569335,32596808.784881175,32545408.262250505,32567409.925756983,32582608.83538199,32578137.424908202,32601364.131990455,32558760.094838124,32569304.785068627,32555606.54396613,32575115.278463233,32559603.030593976,32595317.75377336,32613225.34431017,32579487.647818267,32567318.873705912,32585536.33679794,32555838.66196016,32557489.650831264,32581786.214010812,32584574.113801055,32566056.03710679,32595582.25317767,32604191.554607913,32565995.42051248,32597227.058716152,32610479.77897181,32608735.39503758,32543665.940618735,32595751.181366295,32575970.065269556,32614417.535149496,32584976.08098858,32564218.39801128,32593586.79517159,32590254.343323298,32561330.23783056,32553467.647182338
20080829,32544762.563672747,32542602.893165935,32552757.063123897,32542319.196016524,32510580.45488695,32487333.271550108,32529727.170972586,32507009.94845984,32483749.208457023,32493602.09731758,32532178.672412105,32496049.956010308,32513650.05348338,32485064.76623511,32486997.512943365,32566726.648614593,32524442.921321955,32541832.570992973,32511124.856789436,32547020.88303944,32518401.962193195,32485903.24159547,32526475.560053997,32538419.04606066,32543709.81778333,32554726.780375034,32513558.87115641,32475713.61728629,32564313.31310568,32523739.46707329,32536523.151163984,32526457.60860349,32502272.283470515,32479210.35885994,32487926.858660668,32536056.99128289,32495578.058687266,32513653.188806176,32513199.453990445,32526376.659114704,32541456.867894605,32550882.105985854,32486454.67808455,32560087.98602326,32563491.056621425,32487913.73420097,32489357.67372421,32551752.812138636,32497683.089903735,32554115.68633507,32562716.654579174,32546238.745418888,32506428.073998883,32478666.982549045,32538561.949031908,32483323.212194648,32547788.83685109,32474224.48088313,32531690.50246709,32551591.80022828,32478144.276899144,32540278.28159128,32480874.4404526,32506126.91386839,32523939.028317083,32518778.368431717,32545868.08499354,32496030.33364392,32508199.398439534,32492724.897709753,32514584.84025303,32496920.910847723,32538201.90990927,32559987.71068851,32520668.023293346,32505505.41670717,32527207.958281253,32492808.427276734,32493933.185834765,32522709.74739473,32526547.134640735,32504412.771512114,32539306.915099263,32549320.431883186,32504847.922439747,32541583.624935348,32556291.722720575,32554843.746082716,32478960.06273145,32539125.716583796,32515656.60236708,32561318.205877263,32526145.704627354,32502866.62291899,32537153.94757605,32533400.78035235,32498498.976575706,32490006.324659165
20080830,32488366.57929756,32486151.55184886,32497404.2762257,32485484.80873943,32448738.19693117,32422249.27105327,32470804.084896486,32445371.50817508,32418661.004836313,32429113.3261858,32474097.53377359,32432545.555222858,32452863.00487384,32419791.131630905,32422424.868180595,32514225.716040153,32464699.086653333,32485188.414757084,32449447.071203403,32491368.97495265,32458217.816687837,32420924.038183995,32466958.436492432,32481039.27874496,32487767.738502584,32500650.34250866,32453091.85207455,32409812.323651858,32511623.053764485,32464105.13531225,32478511.813765135,32467724.031281855,32439484.7362805,32413674.240382314,32423108.519324154,32478209.0814951,32431460.10377385,32452646.486751087,32452501.19624745,32467054.207317248,32484337.01047397,32495137.9141043,32421165.275762074,32506861.341737676,32511076.114472724,32423853.747101977,32424273.86545816,32496548.99768986,32434332.631322708,32499739.998654865,32509580.012425113,32489814.588452157,32444441.68711582,32412653.006495267,32481681.718416512,32418106.533620093,32491777.971935753,32408331.17329041,32473264.749211337,32497111.196080454,32412382.892555386,32483183.123945184,32415709.45722973,32444237.62341286,32464686.84965865,32458835.80358946,32489825.78087129,32432687.11084815,32446495.852019817,32429223.060901206,32453458.277303785,32433624.161938433,32480522.73008737,32506219.663592715,32461267.04265539,32443087.00722766,32468304.705230486,32429156.314497884,32429760.84379035,32463052.917704724,32467938.14844139,32442165.942033447,32482476.04461734,32493902.1665408,32443093.10152855,32485384.56897116,32501561.1662166,32500408.306206983,32413619.61544923,32481939.253892954,32454753.5261311,32507684.781937912,32466735.54951768,32440909.57362159,32480151.90872397,32475984.866122656,32435058.17741135,32425920.1424584
20080831,32431407.93459383,32429136.103850197,32441500.30963086,32428084.402176097,32386297.220408756,32356532.747853953,32411298.17063734,32383127.237100568,32352940.78605828,32364002.808236558,32415436.44271837,32368416.11044465,32391475.927440103,32353887.993209586,32357217.22332128,32461191.334457874,32404363.18899548,32427977.125684343,32387162.20582268,32435162.946092777,32397433.70469243,32355315.53053304,32406861.13916538,32423088.228990477,32431265.961343113,32446032.545865122,32392029.544975974,32343268.847546775,32458402.08991673,32403877.71867466,32419932.517267164,32408402.351665113,32376088.64901012,32347493.288466744,32357655.46549745,32419790.81185876,32366716.660999984,32391042.944727086,32391198.0474648,32407150.96459469,32426652.14539239,32438842.220131032,32355245.27265184,32453099.16607474,32458125.84243702,32359167.031474818,32358559.003041033,32440797.294738535,32370360.154170707,32444814.56946954,32455907.405975044,32432828.961702604,32381850.959133483,32345994.6824828,32424230.52389167,32352249.55018951,32435211.446896423,32341792.754236594,32414257.040798757,32442079.217008535,32345979.73108427,32425519.084029738,32349903.67532997,32381734.388201486,32404850.43116095,32398301.778932244,32433223.85313825,32368717.396080878,32384186.38617315,32365090.31256538,32391730.125610884,32369711.07214849,32422270.636580564,32451915.03840567,32401278.912743602,32380053.684860572,32408814.90250084,32364883.329194535,32364961.08698025,32402811.709731847,32408745.680759475,32379310.21357448,32425079.209907364,32437927.12213555,32380730.139998265,32428624.425952554,32446288.299986914,32445429.009604767,32347633.250547547,32424188.104207076,32393258.008423146,32453516.690659523,32406744.04300882,32378342.77087243,32422579.21708763,32417994.51033511,32370998.461253256,32361203.555540137
